20,400,0,1038,0.77,4.8,30
20,400,0,1038,0.77,4.8,33.4
20,400,0,1038,0.77,4.8,35.48
20,360,40,1028,0.86,4.8,37.8
20,360,40,1028,0.86,4.8,32
20,360,40,1028,0.86,4.8,33.52
20,320,80,1015,0.96,4.8,37.7
20,320,80,1015,0.96,4.8,35.8
20,320,80,1015,0.96,4.8,39.6
20,280,120,1005,1.1,4.8,28.6
20,280,120,1005,1.1,4.8,27.4
20,280,120,1005,1.1,4.8,29.29
200,400,0,1038,0.77,4.8,29.68
200,400,0,1038,0.77,4.8,30.4
200,400,0,1038,0.77,4.8,30.13
200,360,40,1028,0.86,4.8,33.4
200,360,40,1028,0.86,4.8,30
200,360,40,1028,0.86,4.8,35.63
200,320,80,1015,0.96,4.8,33.52
200,320,80,1015,0.96,4.8,34.4
200,320,80,1015,0.96,4.8,37.35
200,280,120,1005,1.1,4.8,28.5
200,280,120,1005,1.1,4.8,26.8
200,280,120,1005,1.1,4.8,26.96
400,400,0,1038,0.77,4.8,29.3
400,400,0,1038,0.77,4.8,27.2
400,400,0,1038,0.77,4.8,29.66
400,360,40,1028,0.86,4.8,30.81
400,360,40,1028,0.86,4.8,27.8
400,360,40,1028,0.86,4.8,30.1
400,320,80,1015,0.96,4.8,33.52
400,320,80,1015,0.96,4.8,32.26
400,320,80,1015,0.96,4.8,31
400,280,120,1005,1.1,4.8,21
400,280,120,1005,1.1,4.8,23.5
400,280,120,1005,1.1,4.8,20
800,400,0,1038,0.77,4.8,5.55
800,400,0,1038,0.77,4.8,4.56
800,400,0,1038,0.77,4.8,6.06
800,360,40,1028,0.86,4.8,10.2
800,360,40,1028,0.86,4.8,12.3
800,360,40,1028,0.86,4.8,8.34
800,320,80,1015,0.96,4.8,15.7
800,320,80,1015,0.96,4.8,10.5
800,320,80,1015,0.96,4.8,9.92
800,280,120,1005,1.1,4.8,6.06
800,280,120,1005,1.1,4.8,5.3
800,280,120,1005,1.1,4.8,8.2
20,500,0,820,0.77,6,33.46
20,500,0,820,0.77,6,40
20,500,0,820,0.77,6,42.13
20,450,50,805,0.86,6,47.8
20,450,50,805,0.86,6,45.68
20,450,50,805,0.86,6,43.56
20,400,100,790,0.96,6,51.4
20,400,100,790,0.96,6,49.9
20,400,100,790,0.96,6,49.3
20,350,150,775,1.1,6,33.52
20,350,150,775,1.1,6,33.4
20,350,150,775,1.1,6,33.62
200,500,0,820,0.77,6,40.1
200,500,0,820,0.77,6,37.32
200,500,0,820,0.77,6,35.8
200,450,50,805,0.86,6,42.11
200,450,50,805,0.86,6,40.3
200,450,50,805,0.86,6,43.65
200,400,100,790,0.96,6,45.6
200,400,100,790,0.96,6,42.1
200,400,100,790,0.96,6,46.49
200,350,150,775,1.1,6,33.2
200,350,150,775,1.1,6,29.4
200,350,150,775,1.1,6,27.46
400,500,0,820,0.77,6,37.8
400,500,0,820,0.77,6,33.5
400,500,0,820,0.77,6,35.74
400,450,50,805,0.86,6,39.6
400,450,50,805,0.86,6,34.9
400,450,50,805,0.86,6,39.11
400,400,100,790,0.96,6,45.6
400,400,100,790,0.96,6,40.2
400,400,100,790,0.96,6,43.08
400,350,150,775,1.1,6,27.7
400,350,150,775,1.1,6,30.3
400,350,150,775,1.1,6,27.77
800,500,0,820,0.77,6,16.4
800,500,0,820,0.77,6,13.7
800,500,0,820,0.77,6,11.66
800,450,50,805,0.86,6,23.4
800,450,50,805,0.86,6,18.11
800,450,50,805,0.86,6,17.95
800,400,100,790,0.96,6,22.11
800,400,100,790,0.96,6,20.81
800,400,100,790,0.96,6,23.41
800,350,150,775,1.1,6,12.49
800,350,150,775,1.1,6,16.3
800,350,150,775,1.1,6,14.26
