0,0,500,724,1086,150,7.5,3,64.9
0,0,500,724,1086,150,7.5,7,75.5
0,0,500,724,1086,150,7.5,28,86.8
0,0,500,724,1086,150,7.5,56,87.2
0,0,500,724,1086,150,7.5,90,95.7
0,0,500,724,1086,150,7.5,180,97.7
15,0,500,700,1086,150,7.5,3,52.1
15,0,500,700,1086,150,7.5,7,66.4
15,0,500,700,1086,150,7.5,28,86
15,0,500,700,1086,150,7.5,56,94.8
15,0,500,700,1086,150,7.5,90,99.6
15,0,500,700,1086,150,7.5,180,106.3
25,0,500,683,1086,150,9.25,3,48
25,0,500,683,1086,150,9.25,7,65.7
25,0,500,683,1086,150,9.25,28,85.4
25,0,500,683,1086,150,9.25,56,90.4
25,0,500,683,1086,150,9.25,90,95.4
25,0,500,683,1086,150,9.25,180,107.8
45,0,500,650,1086,150,10.5,3,34.1
45,0,500,650,1086,150,10.5,7,49.2
45,0,500,650,1086,150,10.5,28,71.8
45,0,500,650,1086,150,10.5,56,85.4
45,0,500,650,1086,150,10.5,90,87.7
45,0,500,650,1086,150,10.5,180,97.7
55,0,500,634,1086,150,13,3,22.3
55,0,500,634,1086,150,13,7,36.4
55,0,500,634,1086,150,13,28,57.4
55,0,500,634,1086,150,13,56,66.6
55,0,500,634,1086,150,13,90,72.8
55,0,500,634,1086,150,13,180,79.9
0,5,500,719,1086,150,8,3,58.3
0,5,500,719,1086,150,8,7,75.5
0,5,500,719,1086,150,8,28,87.8
0,5,500,719,1086,150,8,56,93.1
0,5,500,719,1086,150,8,90,93.6
0,5,500,719,1086,150,8,180,99.3
20,5,500,686,1086,150,9.25,3,46.3
20,5,500,686,1086,150,9.25,7,65.6
20,5,500,686,1086,150,9.25,28,78.5
20,5,500,686,1086,150,9.25,56,85.8
20,5,500,686,1086,150,9.25,90,90.3
20,5,500,686,1086,150,9.25,180,95.9
40,5,500,654,1086,150,11,3,30.5
40,5,500,654,1086,150,11,7,48.6
40,5,500,654,1086,150,11,28,71.1
40,5,500,654,1086,150,11,56,80
40,5,500,654,1086,150,11,90,83.4
40,5,500,654,1086,150,11,180,88.3
0,0,400,710,1157,160,4,3,35
0,0,400,710,1157,160,4,7,48.4
0,0,400,710,1157,160,4,28,60.7
0,0,400,710,1157,160,4,56,67.1
0,0,400,710,1157,160,4,90,70.5
0,0,400,710,1157,160,4,180,70.6
15,0,400,690,1157,160,4.4,3,29.3
15,0,400,690,1157,160,4.4,7,39.9
15,0,400,690,1157,160,4.4,28,56
15,0,400,690,1157,160,4.4,56,63.4
15,0,400,690,1157,160,4.4,90,68.5
15,0,400,690,1157,160,4.4,180,72.1
25,0,400,660,1157,160,4.8,3,24.7
25,0,400,660,1157,160,4.8,7,33.7
25,0,400,660,1157,160,4.8,28,49.3
25,0,400,660,1157,160,4.8,56,60.8
25,0,400,660,1157,160,4.8,90,66.2
25,0,400,660,1157,160,4.8,180,70.2
45,0,400,634,1157,160,5.2,3,14.5
45,0,400,634,1157,160,5.2,7,20.3
45,0,400,634,1157,160,5.2,28,43.9
45,0,400,634,1157,160,5.2,56,54.1
45,0,400,634,1157,160,5.2,90,61.2
45,0,400,634,1157,160,5.2,180,63.7
55,0,400,621,1157,160,5.5,3,13.6
55,0,400,621,1157,160,5.5,7,19.8
55,0,400,621,1157,160,5.5,28,37.3
55,0,400,621,1157,160,5.5,56,47.1
55,0,400,621,1157,160,5.5,90,52.9
55,0,400,621,1157,160,5.5,180,63.2
0,5,400,688,1157,160,5.5,3,37.3
0,5,400,688,1157,160,5.5,7,53
0,5,400,688,1157,160,5.5,28,69.4
0,5,400,688,1157,160,5.5,56,72.1
0,5,400,688,1157,160,5.5,90,73.7
0,5,400,688,1157,160,5.5,180,74.5
20,5,400,662,1157,160,5.5,3,28.9
20,5,400,662,1157,160,5.5,7,42.1
20,5,400,662,1157,160,5.5,28,62.3
20,5,400,662,1157,160,5.5,56,69.9
20,5,400,662,1157,160,5.5,90,72.4
20,5,400,662,1157,160,5.5,180,76
40,5,400,636,1157,160,6,3,14.5
40,5,400,636,1157,160,6,7,20.5
40,5,400,636,1157,160,6,28,44.6
40,5,400,636,1157,160,6,56,55.3
40,5,400,636,1157,160,6,90,59.1
40,5,400,636,1157,160,6,180,68.4
0,0,410,609,1132,205,0,3,26.1
0,0,410,609,1132,205,0,7,36.9
0,0,410,609,1132,205,0,28,50.8
0,0,410,609,1132,205,0,56,57.1
0,0,410,609,1132,205,0,90,58.1
0,0,410,609,1132,205,0,180,60.6
15,0,410,589,1132,205,0,3,23.3
15,0,410,589,1132,205,0,7,32.3
15,0,410,589,1132,205,0,28,48.9
15,0,410,589,1132,205,0,56,55.7
15,0,410,589,1132,205,0,90,62.6
15,0,410,589,1132,205,0,180,64.8
25,0,410,576,1132,205,0,3,18.4
25,0,410,576,1132,205,0,7,26.2
25,0,410,576,1132,205,0,28,41.7
25,0,410,576,1132,205,0,56,49.1
25,0,410,576,1132,205,0,90,53.7
25,0,410,576,1132,205,0,180,57.9
45,0,410,549,1132,205,0,3,13.4
45,0,410,549,1132,205,0,7,18.4
45,0,410,549,1132,205,0,28,35.6
45,0,410,549,1132,205,0,56,47
45,0,410,549,1132,205,0,90,54.1
45,0,410,549,1132,205,0,180,56.6
55,0,410,536,1132,205,0,3,7.8
55,0,410,536,1132,205,0,7,11.3
55,0,410,536,1132,205,0,28,24
55,0,410,536,1132,205,0,56,33.7
55,0,410,536,1132,205,0,90,41.4
55,0,410,536,1132,205,0,180,48.4
0,5,410,605,1132,205,0,3,27.4
0,5,410,605,1132,205,0,7,39.2
0,5,410,605,1132,205,0,28,57.3
0,5,410,605,1132,205,0,56,59.6
0,5,410,605,1132,205,0,90,67.3
0,5,410,605,1132,205,0,180,66.3
20,5,410,578,1132,205,0,3,20.1
20,5,410,578,1132,205,0,7,30.6
20,5,410,578,1132,205,0,28,52.9
20,5,410,578,1132,205,0,56,60.7
20,5,410,578,1132,205,0,90,63.7
20,5,410,578,1132,205,0,180,68
40,5,410,552,1132,205,0,3,11.4
40,5,410,552,1132,205,0,7,11.68
40,5,410,552,1132,205,0,28,38.7
40,5,410,552,1132,205,0,56,45.9
40,5,410,552,1132,205,0,90,48.7
40,5,410,552,1132,205,0,180,58.4
